Type,Days_for _shipping (real),Days_for_shipment (scheduled),Benefit _per_order,Sales_per_customer,Delivery_Status,Late_delivery_risk,Category_Id,Category_Name,Customer_City,Customer_Country,Customer_Fname,Customer_Id,Customer_Lname,Customer_Segment,Customer_State,Department_Id,Department_Name,Latitude,Longitude,Market,Order_City,Order_Country,Order_Customer_Id,order_date (DateOrders),Order_Id,Order_Item_Cardprod_Id,Order_Item_Discount,Order_Item_Discount_Rate,Order_Item_Id,Order_Item_Product_Price,Order_Item_Profit Ratio,Order_Item_Quantity,Sales,Order_Item_Total,Order_Profit_Per Order,Order_Region,Order_State,Order_Status,Product_Card_Id,Product_Category_Id,Product_Name,Product_Price,Product_Status,shipping_date (DateOrders),Shipping_Mode,Delivery_Delay,order_date
TRANSFER,6,4,72.62999725,207.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Mary,1423,Day,Consumer,PR,5,Golf,18.22978401,-66.37054443,LATAM,Lima,Perú,1423,3/7/2017 19:00,54585,502,42.5,0.170000002,136527,50,0.349999994,5,250,207.5,72.62999725,South America,Lima (ciudad),PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,0,3/13/2017 19:00,Standard Class,2,3/7/2017 19:00
TRANSFER,4,4,-140,200,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,Mary,138,Dawson,Consumer,PR,5,Golf,18.22758102,-66.04357147,LATAM,Holguín,Cuba,138,4/20/2017 18:00,57598,502,50,0.200000003,144075,50,-0.699999988,5,250,200,-140,Caribbean,Holguín,PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,0,4/24/2017 18:00,Standard Class,0,4/20/2017 18:00
TRANSFER,5,4,-32.59999847,200,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Mary,6360,Phillips,Consumer,PR,5,Golf,18.22297287,-66.37059021,LATAM,Orizaba,México,6360,3/3/2017 6:00,54274,502,50,0.200000003,135699,50,-0.159999996,5,250,200,-32.59999847,Central America,Veracruz,PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,0,3/8/2017 6:00,Standard Class,1,3/3/2017 6:00
TRANSFER,4,4,68.98000336,149.9600067,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,Ronald,2053,Smith,Consumer,PR,5,Golf,18.24120712,-66.37050629,LATAM,Managua,Nicaragua,2053,6/4/2017 16:00,60673,627,49.99000168,0.25,151869,39.99000168,0.460000008,5,199.9499969,149.9600067,68.98000336,Central America,Managua,PENDING,627,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,6/8/2017 16:00,Standard Class,0,6/4/2017 16:00
TRANSFER,3,4,-11.81000042,187.5,Advance shipping,0,24,Women's Apparel,Juana Diaz,Puerto Rico,Mary,10344,Smith,Consumer,PR,5,Golf,18.05199051,-66.50184631,LATAM,Villahermosa,México,10344,5/16/2017 21:00,59387,502,62.5,0.25,148673,50,-0.059999999,5,250,187.5,-11.81000042,Central America,Tabasco,PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,0,5/19/2017 21:00,Standard Class,-1,5/16/2017 21:00
TRANSFER,6,4,52.5,187.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Tammy,6398,Smith,Consumer,PR,5,Golf,18.26378822,-66.37052918,LATAM,Buenos Aires,Argentina,6398,2/7/2017 9:00,52640,502,62.5,0.25,131577,50,0.280000001,5,250,187.5,52.5,South America,Buenos Aires,PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,0,2/13/2017 9:00,Standard Class,2,2/7/2017 9:00
TRANSFER,3,4,91.87999725,187.5,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,Mary,3375,Sanchez,Consumer,PR,5,Golf,18.20664215,-66.37052918,LATAM,Quixadá,Brasil,3375,5/27/2015 1:00,10007,502,62.5,0.25,24992,50,0.49000001,5,250,187.5,91.87999725,South America,Ceará,PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,0,5/30/2015 1:00,Standard Class,-1,5/27/2015 1:00
TRANSFER,5,4,29.69000053,237.5500031,Late delivery,1,37,Electronics,Caguas,Puerto Rico,Melissa,1339,Mack,Consumer,PR,6,Outdoors,18.27825165,-66.37059784,LATAM,Mejicanos,El Salvador,1339,3/28/2017 5:00,55984,818,2.400000095,0.01,139976,47.99000168,0.129999995,5,239.9499969,237.5500031,29.69000053,Central America,San Salvador,PENDING,818,37,Titleist Pro V1x Golf Balls,47.99000168,0,4/2/2017 5:00,Standard Class,1,3/28/2017 5:00
TRANSFER,4,4,73.69999695,153.5500031,Shipping on time,0,37,Electronics,Caguas,Puerto Rico,Alexander,6543,Smith,Consumer,PR,6,Outdoors,18.27920532,-66.37055206,LATAM,Tepic,México,6543,2/5/2017 1:00,52478,825,6.400000095,0.039999999,131164,31.98999977,0.479999989,5,159.9499969,153.5500031,73.69999695,Central America,Nayarit,PENDING,825,37,Bridgestone e6 Straight Distance NFL Tennesse,31.98999977,0,2/9/2017 1:00,Standard Class,0,2/5/2017 1:00
TRANSFER,6,4,-79.19000244,395.9599915,Late delivery,1,38,Kids' Golf Clubs,Guayama,Puerto Rico,Sandra,3990,Smith,Consumer,PR,6,Outdoors,17.98249054,-66.1126709,LATAM,Mixco,Guatemala,3990,5/2/2017 3:00,58375,306,53.99000168,0.119999997,146090,89.98999786,-0.200000003,5,449.9500122,395.9599915,-79.19000244,Central America,Guatemala,PENDING,306,38,Polar FT4 Heart Rate Monitor,89.98999786,0,5/8/2017 3:00,Standard Class,2,5/2/2017 3:00
TRANSFER,4,4,34.84999847,124.4599991,Shipping on time,0,44,Hunting & Shooting,Caguas,Puerto Rico,Mary,7247,Smith,Consumer,PR,7,Fan Shop,18.22776032,-66.37059021,LATAM,Nueva Gerona,Cuba,7247,4/3/2017 23:00,56448,977,25.48999977,0.170000002,141192,29.98999977,0.280000001,5,149.9499969,124.4599991,34.84999847,Caribbean,Isla de la Juventud,PENDING,977,44,ENO Atlas Hammock Straps,29.98999977,0,4/7/2017 23:00,Standard Class,0,4/3/2017 23:00
TRANSFER,2,4,74.08999634,284.9500122,Advance shipping,0,3,Baseball & Softball,Caguas,Puerto Rico,Maria,1273,Evans,Consumer,PR,2,Fitness,18.2362442,-66.37062073,LATAM,Buenos Aires,Argentina,1273,4/30/2015 23:00,8221,44,15,0.050000001,20537,59.99000168,0.25999999,5,299.9500122,284.9500122,74.08999634,South America,Buenos Aires,PROCESSING,44,3,adidas Men's F10 Messi TRX FG Soccer Cleat,59.99000168,0,5/2/2015 23:00,Standard Class,-2,4/30/2015 23:00
TRANSFER,5,4,149.9900055,499.9500122,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,Eugene,6277,Smith,Consumer,PR,3,Footwear,18.21949196,-66.37052918,LATAM,Chimaltenango,Guatemala,6277,4/27/2017 3:00,58034,191,0,0,145203,99.98999786,0.300000012,5,499.9500122,499.9500122,149.9900055,Central America,Chimaltenango,PROCESSING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,5/2/2017 3:00,Standard Class,1,4/27/2017 3:00
TRANSFER,4,4,-18.80999947,494.9500122,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,James,7701,Lawson,Consumer,PR,3,Footwear,18.25289154,-66.37058258,LATAM,Villa Nueva,Guatemala,7701,2/2/2015 3:00,2203,191,5,0.01,5525,99.98999786,-0.039999999,5,499.9500122,494.9500122,-18.80999947,Central America,Guatemala,PROCESSING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2/6/2015 3:00,Standard Class,0,2/2/2015 3:00
TRANSFER,5,4,140.6399994,484.9500122,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,John,4126,Stokes,Consumer,PR,3,Footwear,18.22985077,-66.37062073,LATAM,Quito,Ecuador,4126,2/13/2017 16:00,53069,191,15,0.029999999,132642,99.98999786,0.289999992,5,499.9500122,484.9500122,140.6399994,South America,Pichincha,PROCESSING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2/18/2017 16:00,Standard Class,1,2/13/2017 16:00
TRANSFER,2,4,36,479.9500122,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,Mary,9528,Flores,Consumer,PR,3,Footwear,18.22190094,-66.37052155,LATAM,Managua,Nicaragua,9528,5/27/2017 23:00,60146,191,20,0.039999999,150522,99.98999786,0.079999998,5,499.9500122,479.9500122,36,Central America,Managua,PROCESSING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,5/29/2017 23:00,Standard Class,-2,5/27/2017 23:00
TRANSFER,5,4,179.9799957,479.9500122,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,Mary,1853,Austin,Consumer,PR,3,Footwear,18.26019096,-66.37052918,LATAM,Valle de La Pascua,Venezuela,1853,3/19/2017 19:00,55409,191,20,0.039999999,138585,99.98999786,0.379999995,5,499.9500122,479.9500122,179.9799957,South America,Guárico,PROCESSING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,3/24/2017 19:00,Standard Class,1,3/19/2017 19:00
TRANSFER,4,4,-783.6699829,474.9500122,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,Roy,11149,Smith,Consumer,PR,3,Footwear,18.28128624,-66.37050629,LATAM,San Miguelito,Panamá,11149,5/7/2015 15:00,8678,191,25,0.050000001,21674,99.98999786,-1.649999976,5,499.9500122,474.9500122,-783.6699829,Central America,Panamá,PROCESSING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,5/11/2015 15:00,Standard Class,0,5/7/2015 15:00
TRANSFER,6,4,199.4799957,474.9500122,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,Katherine,5828,Oconnell,Consumer,PR,3,Footwear,18.21101761,-66.37052918,LATAM,San Miguelito,Panamá,5828,4/27/2015 11:00,7980,191,25,0.050000001,19945,99.98999786,0.419999987,5,499.9500122,474.9500122,199.4799957,Central America,Panamá,PROCESSING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,5/3/2015 11:00,Standard Class,2,4/27/2015 11:00
TRANSFER,6,4,-269.9700012,449.9599915,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,Mary,6887,Smith,Consumer,PR,3,Footwear,18.22019768,-66.37058258,LATAM,Petapa,Guatemala,6887,4/14/2017 18:00,57185,191,50,0.100000001,143043,99.98999786,-0.600000024,5,499.9500122,449.9599915,-269.9700012,Central America,Guatemala,PROCESSING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,4/20/2017 18:00,Standard Class,2,4/14/2017 18:00
TRANSFER,2,4,-22.5,449.9599915,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,Janet,4781,Smith,Consumer,PR,3,Footwear,18.25534058,-66.37050629,LATAM,Cotia,Brasil,4781,5/7/2015 1:00,8636,191,50,0.100000001,21551,99.98999786,-0.050000001,5,499.9500122,449.9599915,-22.5,South America,São Paulo,PROCESSING,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,5/9/2015 1:00,Standard Class,-2,5/7/2015 1:00
TRANSFER,3,4,59.06000137,337.4599915,Advance shipping,0,12,Boxing & MMA,Caguas,Puerto Rico,Mary,10668,Smith,Consumer,PR,3,Footwear,18.23215866,-66.37059021,LATAM,Itapecuru Mirim,Brasil,10668,6/12/2017 5:00,61192,251,112.4899979,0.25,153077,89.98999786,0.180000007,5,449.9500122,337.4599915,59.06000137,South America,Marañón,PROCESSING,251,12,Brooks Women's Ghost 6 Running Shoe,89.98999786,0,6/15/2017 5:00,Standard Class,-1,6/12/2017 5:00
TRANSFER,2,4,140.9799957,299.9500122,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,Mary,5421,Carlson,Consumer,PR,4,Apparel,18.20737648,-66.37055206,LATAM,León,Nicaragua,5421,3/26/2017 15:00,55876,365,0,0,139714,59.99000168,0.469999999,5,299.9500122,299.9500122,140.9799957,Central America,León,PROCESSING,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,3/28/2017 15:00,Standard Class,-2,3/26/2017 15:00
TRANSFER,2,4,81.66000366,296.9500122,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,Nicole,10200,Smith,Consumer,PR,4,Apparel,18.27331543,-66.37060547,LATAM,Tlalpan,México,10200,2/17/2017 11:00,53331,365,3,0.01,133251,59.99000168,0.280000001,5,299.9500122,296.9500122,81.66000366,Central America,Distrito Federal,PROCESSING,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,2/19/2017 11:00,Standard Class,-2,2/17/2017 11:00
TRANSFER,6,4,18.40999985,296.9500122,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Sharon,11254,Smith,Consumer,PR,4,Apparel,18.2626648,-66.3706131,LATAM,Apopa,El Salvador,11254,1/25/2017 1:00,51725,365,3,0.01,129241,59.99000168,0.059999999,5,299.9500122,296.9500122,18.40999985,Central America,San Salvador,PROCESSING,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/31/2017 1:00,Standard Class,2,1/25/2017 1:00
TRANSFER,3,4,33.22000122,293.9500122,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,Mary,11106,Navarro,Consumer,PR,4,Apparel,18.26016426,-66.37059021,LATAM,Cipolletti,Argentina,11106,2/6/2017 6:00,52562,365,6,0.02,131382,59.99000168,0.109999999,5,299.9500122,293.9500122,33.22000122,South America,Río Negro,PROCESSING,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,2/9/2017 6:00,Standard Class,-1,2/6/2017 6:00
TRANSFER,5,4,25.30999947,290.9500122,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Mary,8456,Smith,Consumer,PR,4,Apparel,18.24535179,-66.37059784,LATAM,Mejicanos,El Salvador,8456,5/22/2017 6:00,59754,365,9,0.029999999,149532,59.99000168,0.090000004,5,299.9500122,290.9500122,25.30999947,Central America,San Salvador,PROCESSING,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,5/27/2017 6:00,Standard Class,1,5/22/2017 6:00
TRANSFER,5,4,-239.8600006,287.9500122,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Matthew,6149,Bush,Consumer,PR,4,Apparel,18.21775055,-66.37060547,LATAM,La Ceiba,Honduras,6149,2/21/2017 1:00,53574,365,12,0.039999999,133893,59.99000168,-0.829999983,5,299.9500122,287.9500122,-239.8600006,Central America,Atlántida,PROCESSING,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,2/26/2017 1:00,Standard Class,1,2/21/2017 1:00
TRANSFER,5,4,-155.8999939,283.4500122,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Anthony,1473,Young,Consumer,PR,4,Apparel,18.29214859,-66.3706131,LATAM,Córdoba,México,1473,1/6/2015 19:00,399,365,16.5,0.059999999,989,59.99000168,-0.550000012,5,299.9500122,283.4500122,-155.8999939,Central America,Veracruz,PROCESSING,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/11/2015 19:00,Standard Class,1,1/6/2015 19:00
DEBIT,6,2,40.02000046,86.98999786,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,Jerry,1840,Smith,Consumer,PR,3,Footwear,18.26737404,-66.37062836,Africa,Kuito,Angola,1840,1/15/2017 4:00,51050,191,13,0.129999995,127587,99.98999786,0.460000008,1,99.98999786,86.98999786,40.02000046,Central Africa,Bié,ON_HOLD,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,1/21/2017 4:00,Second Class,4,1/15/2017 4:00
DEBIT,6,2,44.59000015,127.3899994,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,Mary,6757,Freeman,Consumer,PR,4,Apparel,18.29659462,-66.37059021,Africa,Jartum,Sudán,6757,10/28/2016 19:00,45680,403,2.599999905,0.02,114171,129.9900055,0.349999994,1,129.9900055,127.3899994,44.59000015,North Africa,Jartum,ON_HOLD,403,18,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/3/2016 19:00,Second Class,4,10/28/2016 19:00
DEBIT,3,2,57.95999908,118.2900009,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,Laura,3972,Bennett,Consumer,PR,4,Apparel,18.27468491,-66.37056732,Africa,Hargeysa,Somalia,3972,9/19/2016 13:00,42992,403,11.69999981,0.090000004,107395,129.9900055,0.49000001,1,129.9900055,118.2900009,57.95999908,East Africa,Gobolka Woqooyi Galbeed,ON_HOLD,403,18,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,9/22/2016 13:00,Second Class,1,9/19/2016 13:00
DEBIT,5,2,30.42000008,116.9899979,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,Megan,9316,Sanders,Consumer,PR,4,Apparel,18.21944618,-66.37057495,Africa,Kenitra,Marruecos,9316,8/25/2016 22:00,41304,403,13,0.100000001,103114,129.9900055,0.25999999,1,129.9900055,116.9899979,30.42000008,North Africa,Garb-Chrarda-Beni Hsen,ON_HOLD,403,18,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,8/30/2016 22:00,Second Class,3,8/25/2016 22:00
DEBIT,6,2,24.60000038,49.18999863,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Mary,6757,Freeman,Consumer,PR,4,Apparel,18.29659462,-66.37059021,Africa,Jartum,Sudán,6757,10/28/2016 19:00,45680,365,10.80000019,0.180000007,114173,59.99000168,0.5,1,59.99000168,49.18999863,24.60000038,North Africa,Jartum,ON_HOLD,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,11/3/2016 19:00,Second Class,4,10/28/2016 19:00
DEBIT,4,2,48.88000107,103.9899979,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,Mary,11213,Black,Consumer,PR,4,Apparel,18.23975563,-66.37059021,Africa,Abidjan,Costa de Marfil,11213,10/7/2016 23:00,44253,403,26,0.200000003,110494,129.9900055,0.469999999,1,129.9900055,103.9899979,48.88000107,West Africa,Lagunes,ON_HOLD,403,18,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,10/11/2016 23:00,Second Class,2,10/7/2016 23:00
DEBIT,4,2,0,296.980011,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,Jack,3474,Hatfield,Consumer,PR,7,Fan Shop,18.2643261,-66.37060547,Africa,Abu Kabir,Egipto,3474,11/3/2016 21:00,46098,957,3,0.01,115235,299.980011,0,1,299.980011,296.980011,0,North Africa,Ash Sharqiyah,ON_HOLD,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,11/7/2016 21:00,Second Class,2,11/3/2016 21:00
DEBIT,5,2,95.54000092,293.980011,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,Megan,9316,Sanders,Consumer,PR,7,Fan Shop,18.21944618,-66.37057495,Africa,Kenitra,Marruecos,9316,8/25/2016 22:00,41304,957,6,0.02,103115,299.980011,0.330000013,1,299.980011,293.980011,95.54000092,North Africa,Garb-Chrarda-Beni Hsen,ON_HOLD,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,8/30/2016 22:00,Second Class,3,8/25/2016 22:00
DEBIT,3,2,-50.58000183,252.8800049,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,Kirestin,14630,Barr,Consumer,PR,10,Technology,18.27085495,-66.03705597,Europe,Perugia,Italia,14630,11/3/2017 13:00,71077,1352,0,0,174392,252.8800049,-0.200000003,1,252.8800049,252.8800049,-50.58000183,Southern Europe,Umbría,COMPLETE,1352,65,Industrial consumer electronics,252.8800049,0,11/6/2017 13:00,Second Class,1,11/3/2017 13:00
DEBIT,4,2,120.8300018,447.519989,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,Nora,13256,Downs,Consumer,PR,10,Technology,18.23665237,-66.0370636,Europe,Nuremberg,Alemania,13256,10/14/2017 11:00,69703,1349,4.519999981,0.01,173018,452.0400085,0.270000011,1,452.0400085,447.519989,120.8300018,Western Europe,Bavaria,COMPLETE,1349,62,Web Camera,452.0400085,0,10/18/2017 11:00,Second Class,2,10/14/2017 11:00
DEBIT,3,2,25.04000092,250.3500061,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,Jennifer,14665,Stokes,Consumer,PR,10,Technology,18.28206062,-66.03705597,Europe,Reims,Francia,14665,11/4/2017 1:00,71112,1352,2.529999971,0.01,174427,252.8800049,0.100000001,1,252.8800049,250.3500061,25.04000092,Western Europe,Alsacia-Champaña-Ardenas-Lorena,COMPLETE,1352,65,Industrial consumer electronics,252.8800049,0,11/7/2017 1:00,Second Class,1,11/4/2017 1:00
DEBIT,6,2,212.6399994,443,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,Madonna,13363,Ingram,Consumer,PR,10,Technology,18.21524239,-66.03705597,Europe,Halle,Alemania,13363,10/16/2017 1:00,69810,1349,9.039999962,0.02,173125,452.0400085,0.479999989,1,452.0400085,443,212.6399994,Western Europe,Sajonia-Anhalt,COMPLETE,1349,62,Web Camera,452.0400085,0,10/22/2017 1:00,Second Class,4,10/16/2017 1:00
DEBIT,3,2,68.68000031,245.2899933,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,Noelani,14645,Hyde,Consumer,PR,10,Technology,18.25598526,-66.03705597,Europe,Bremerhaven,Alemania,14645,11/3/2017 18:00,71092,1352,7.590000153,0.029999999,174407,252.8800049,0.280000001,1,252.8800049,245.2899933,68.68000031,Western Europe,Bremen,COMPLETE,1352,65,Industrial consumer electronics,252.8800049,0,11/6/2017 18:00,Second Class,1,11/3/2017 18:00
DEBIT,6,2,135.8300018,433.9599915,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,Sydnee,13163,Nolan,Consumer,PR,10,Technology,18.28172112,-66.03705597,Europe,Portici,Italia,13163,10/13/2017 3:00,69610,1349,18.07999992,0.039999999,172925,452.0400085,0.310000002,1,452.0400085,433.9599915,135.8300018,Southern Europe,Campania,COMPLETE,1349,62,Web Camera,452.0400085,0,10/19/2017 3:00,Second Class,4,10/13/2017 3:00
DEBIT,6,2,78.08000183,240.2400055,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,Willa,14553,Potter,Consumer,PR,10,Technology,18.23458481,-66.03705597,Europe,Bielefeld,Alemania,14553,11/2/2017 10:00,71000,1352,12.64000034,0.050000001,174315,252.8800049,0.330000013,1,252.8800049,240.2400055,78.08000183,Western Europe,Renania del Norte-Westfalia,COMPLETE,1352,65,Industrial consumer electronics,252.8800049,0,11/8/2017 10:00,Second Class,4,11/2/2017 10:00
DEBIT,5,2,595.3499756,1417.5,Late delivery,1,64,Computers,Caguas,Puerto Rico,Alma,14287,Delgado,Consumer,PR,10,Technology,18.25249672,-66.03704834,Europe,London,Reino Unido,14287,10/29/2017 12:00,70734,1351,82.5,0.059999999,174049,1500,0.419999987,1,1500,1417.5,595.3499756,Northern Europe,Inglaterra,COMPLETE,1351,64,Dell Laptop,1500,0,11/3/2017 12:00,Second Class,3,10/29/2017 12:00
DEBIT,2,2,21.36000061,427.1799927,Shipping on time,0,62,Cameras ,Caguas,Puerto Rico,Ila,13179,Knight,Consumer,PR,10,Technology,18.25508499,-66.03705597,Europe,Drancy,Francia,13179,10/13/2017 8:00,69626,1349,24.86000061,0.059999999,172941,452.0400085,0.050000001,1,452.0400085,427.1799927,21.36000061,Western Europe,Isla de Francia,COMPLETE,1349,62,Web Camera,452.0400085,0,10/15/2017 8:00,Second Class,0,10/13/2017 8:00
DEBIT,3,2,213.5899963,427.1799927,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,Belle,13035,Booker,Consumer,PR,10,Technology,18.28042221,-66.0370636,Europe,Duisburg,Alemania,13035,10/11/2017 6:00,69482,1349,24.86000061,0.059999999,172797,452.0400085,0.5,1,452.0400085,427.1799927,213.5899963,Western Europe,Renania del Norte-Westfalia,COMPLETE,1349,62,Web Camera,452.0400085,0,10/14/2017 6:00,Second Class,1,10/11/2017 6:00
DEBIT,5,2,55.79999924,1395,Late delivery,1,64,Computers,Caguas,Puerto Rico,Alyssa,14322,Contreras,Consumer,PR,10,Technology,18.23288918,-66.0370636,Europe,Bradford,Reino Unido,14322,10/30/2017 1:00,70769,1351,105,0.07,174084,1500,0.039999999,1,1500,1395,55.79999924,Northern Europe,Inglaterra,COMPLETE,1351,64,Dell Laptop,1500,0,11/4/2017 1:00,Second Class,3,10/30/2017 1:00
DEBIT,4,2,126.1200027,420.3999939,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,Lani,13196,Nash,Consumer,PR,10,Technology,18.22864342,-66.0370636,Europe,Agrigento,Italia,13196,10/13/2017 14:00,69643,1349,31.63999939,0.07,172958,452.0400085,0.300000012,1,452.0400085,420.3999939,126.1200027,Southern Europe,Sicilia,COMPLETE,1349,62,Web Camera,452.0400085,0,10/17/2017 14:00,Second Class,2,10/13/2017 14:00
DEBIT,2,2,6.900000095,230.1199951,Shipping on time,0,65,Consumer Electronics,Caguas,Puerto Rico,Demetria,14604,Jarvis,Consumer,PR,10,Technology,18.29532433,-66.03705597,Europe,Oldham,Reino Unido,14604,11/3/2017 3:00,71051,1352,22.76000023,0.090000004,174366,252.8800049,0.029999999,1,252.8800049,230.1199951,6.900000095,Northern Europe,Inglaterra,COMPLETE,1352,65,Industrial consumer electronics,252.8800049,0,11/5/2017 3:00,Second Class,0,11/3/2017 3:00
DEBIT,4,2,-277.6700134,411.3599854,Late delivery,1,62,Cameras ,Caguas,Puerto Rico,Joan,12961,Nixon,Consumer,PR,10,Technology,18.24217796,-66.0370636,Europe,Palermo,Italia,12961,10/10/2017 4:00,69408,1349,40.68000031,0.090000004,172723,452.0400085,-0.680000007,1,452.0400085,411.3599854,-277.6700134,Southern Europe,Sicilia,COMPLETE,1349,62,Web Camera,452.0400085,0,10/14/2017 4:00,Second Class,2,10/10/2017 4:00
DEBIT,4,2,105.8600006,230.1199951,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,Gay,14676,Harper,Consumer,PR,10,Technology,18.25569725,-66.0370636,Europe,Madrid,España,14676,11/4/2017 5:00,71123,1352,22.76000023,0.090000004,174438,252.8800049,0.460000008,1,252.8800049,230.1199951,105.8600006,Southern Europe,Madrid,COMPLETE,1352,65,Industrial consumer electronics,252.8800049,0,11/8/2017 5:00,Second Class,2,11/4/2017 5:00
DEBIT,5,2,86,1365,Late delivery,1,64,Computers,Caguas,Puerto Rico,Audrey,14087,Acosta,Consumer,PR,10,Technology,18.26639938,-66.0370636,Europe,Nancy,Francia,14087,10/26/2017 14:00,70534,1351,135,0.090000004,173849,1500,0.059999999,1,1500,1365,86,Western Europe,Alsacia-Champaña-Ardenas-Lorena,COMPLETE,1351,64,Dell Laptop,1500,0,10/31/2017 14:00,Second Class,3,10/26/2017 14:00
DEBIT,2,2,195.2799988,406.8399963,Shipping on time,0,62,Cameras ,Caguas,Puerto Rico,Riley,13194,Jones,Consumer,PR,10,Technology,18.23524284,-66.03705597,Europe,Girona,España,13194,10/13/2017 13:00,69641,1349,45.20000076,0.100000001,172956,452.0400085,0.479999989,1,452.0400085,406.8399963,195.2799988,Southern Europe,Cataluña,COMPLETE,1349,62,Web Camera,452.0400085,0,10/15/2017 13:00,Second Class,0,10/13/2017 13:00
DEBIT,6,2,22.76000023,227.5899963,Late delivery,1,65,Consumer Electronics,Caguas,Puerto Rico,Imani,14513,Kelly,Consumer,PR,10,Technology,18.25786781,-66.03705597,Europe,Laon,Francia,14513,11/1/2017 20:00,70960,1352,25.29000092,0.100000001,174275,252.8800049,0.100000001,1,252.8800049,227.5899963,22.76000023,Western Europe,Norte-Paso de Calais-Picardía,COMPLETE,1352,65,Industrial consumer electronics,252.8800049,0,11/7/2017 20:00,Second Class,4,11/1/2017 20:00
